SensorID,Date,Time,Closed?,Signal Strength
829993,11/18/2022,6:22 PM,1,80
829993,11/18/2022,6:22 PM,0,70
829993,11/18/2022,6:19 PM,1,81
829993,11/18/2022,6:19 PM,0,73
829993,11/18/2022,6:14 PM,1,81
829993,11/18/2022,6:14 PM,0,75
829993,11/18/2022,6:14 PM,1,79
829993,11/18/2022,6:14 PM,0,73
829993,11/18/2022,6:14 PM,1,80
829993,11/18/2022,5:25 PM,0,81
829993,11/18/2022,4:25 PM,0,71
829993,11/18/2022,4:15 PM,1,82
829993,11/18/2022,4:15 PM,0,66
829993,11/18/2022,4:13 PM,1,81
829993,11/18/2022,4:13 PM,0,77
829993,11/18/2022,4:11 PM,1,81
829993,11/18/2022,4:11 PM,0,72
829993,11/18/2022,4:09 PM,1,77
829993,11/18/2022,4:09 PM,0,73
829993,11/18/2022,4:09 PM,1,81
829993,11/18/2022,4:09 PM,0,73
829993,11/18/2022,4:07 PM,1,79
829993,11/18/2022,4:07 PM,0,72
829993,11/18/2022,4:06 PM,1,81
829993,11/18/2022,4:06 PM,0,69
829993,11/18/2022,4:06 PM,1,79
829993,11/18/2022,4:06 PM,0,75
829993,11/18/2022,4:06 PM,1,81
829993,11/18/2022,4:06 PM,0,72
829993,11/18/2022,4:05 PM,1,81
829993,11/18/2022,4:05 PM,0,73
829993,11/18/2022,4:05 PM,1,78
829993,11/18/2022,4:05 PM,0,77
829993,11/18/2022,4:05 PM,1,79
829993,11/18/2022,4:04 PM,0,75
829993,11/18/2022,4:04 PM,1,79
829993,11/18/2022,4:04 PM,0,55
829993,11/18/2022,4:04 PM,1,78
829993,11/18/2022,4:04 PM,0,70
829993,11/18/2022,4:03 PM,1,81
829993,11/18/2022,4:03 PM,0,69
829993,11/18/2022,4:02 PM,1,81
829993,11/18/2022,4:02 PM,0,74
829993,11/18/2022,4:02 PM,1,77
829993,11/18/2022,4:01 PM,0,79
829993,11/18/2022,4:00 PM,1,61
829993,11/18/2022,4:00 PM,0,72
829993,11/18/2022,3:59 PM,1,48
829993,11/18/2022,3:58 PM,0,69
829993,11/18/2022,3:56 PM,1,69
829993,11/18/2022,3:56 PM,0,72
829993,11/18/2022,3:47 PM,1,80
829993,11/18/2022,3:47 PM,0,80
829993,11/18/2022,3:44 PM,1,81
829993,11/18/2022,3:44 PM,0,79
829993,11/18/2022,3:40 PM,1,77
829993,11/18/2022,3:40 PM,0,74
829993,11/18/2022,3:14 PM,1,78
829993,11/18/2022,3:14 PM,0,78
829993,11/18/2022,3:07 PM,1,78
829993,11/18/2022,3:07 PM,0,69
829993,11/18/2022,3:04 PM,1,73
829993,11/18/2022,3:04 PM,0,63
829993,11/18/2022,3:03 PM,1,78
829993,11/18/2022,3:02 PM,0,75
829993,11/18/2022,3:02 PM,1,78
829993,11/18/2022,3:02 PM,0,74
829993,11/18/2022,2:55 PM,1,81
829993,11/18/2022,2:55 PM,0,66
829993,11/18/2022,2:50 PM,1,80
829993,11/18/2022,2:50 PM,0,76
829993,11/18/2022,2:49 PM,1,81
829993,11/18/2022,2:49 PM,0,70
829993,11/18/2022,2:49 PM,0,70
829993,11/18/2022,2:43 PM,1,81
829993,11/18/2022,2:43 PM,1,81
829993,11/18/2022,2:43 PM,0,70
829993,11/18/2022,2:42 PM,1,80
829993,11/18/2022,2:42 PM,0,69
829993,11/18/2022,2:41 PM,1,81
829993,11/18/2022,2:41 PM,0,71
829993,11/18/2022,2:35 PM,1,81
829993,11/18/2022,2:35 PM,0,76
829993,11/18/2022,2:31 PM,1,81
829993,11/18/2022,2:31 PM,0,78
829993,11/18/2022,2:31 PM,1,79
829993,11/18/2022,2:30 PM,0,80
829993,11/18/2022,2:24 PM,1,79
829993,11/18/2022,2:24 PM,0,76
829993,11/18/2022,2:22 PM,1,80
829993,11/18/2022,2:22 PM,0,76
829993,11/18/2022,2:20 PM,1,76
829993,11/18/2022,1:30 PM,0,75
829993,11/18/2022,12:30 PM,0,82
829993,11/18/2022,11:30 AM,0,71
829993,11/18/2022,11:22 AM,1,82
829993,11/18/2022,11:22 AM,0,79
829993,11/18/2022,11:10 AM,1,80
829993,11/18/2022,11:10 AM,0,81
829993,11/18/2022,11:08 AM,1,78
829993,11/18/2022,11:08 AM,0,69
829993,11/18/2022,11:05 AM,1,78
829993,11/18/2022,11:05 AM,0,74
829993,11/18/2022,11:05 AM,1,76
829993,11/18/2022,11:05 AM,0,72
829993,11/18/2022,11:03 AM,1,73
829993,11/18/2022,11:03 AM,0,76
829993,11/18/2022,11:02 AM,1,74
829993,11/18/2022,11:02 AM,0,73
829993,11/18/2022,11:00 AM,1,78
829993,11/18/2022,11:00 AM,0,71
829993,11/18/2022,10:59 AM,1,77
829993,11/18/2022,10:59 AM,0,71
829993,11/18/2022,10:56 AM,1,80
829993,11/18/2022,10:56 AM,0,77
829993,11/18/2022,10:56 AM,1,82
829993,11/18/2022,10:56 AM,0,64
829993,11/18/2022,10:54 AM,1,77
829993,11/18/2022,10:54 AM,0,71
829993,11/18/2022,10:53 AM,1,78
829993,11/18/2022,10:53 AM,0,76
829993,11/18/2022,10:47 AM,1,80
829993,11/18/2022,10:46 AM,0,79
829993,11/18/2022,10:43 AM,1,80
829993,11/18/2022,10:43 AM,0,68
829993,11/18/2022,10:40 AM,1,80
829993,11/18/2022,10:40 AM,0,67
829993,11/18/2022,10:35 AM,1,80
829993,11/18/2022,10:35 AM,0,70
829993,11/18/2022,10:22 AM,1,82
829993,11/18/2022,10:22 AM,0,73
829993,11/18/2022,10:16 AM,1,81
829993,11/18/2022,10:16 AM,0,76
829993,11/18/2022,10:16 AM,1,80
829993,11/18/2022,10:16 AM,0,65
829993,11/18/2022,10:16 AM,0,65
829993,11/18/2022,10:09 AM,1,80
829993,11/18/2022,10:09 AM,0,67
829993,11/18/2022,10:06 AM,1,81
829993,11/18/2022,10:06 AM,0,77
829993,11/18/2022,10:02 AM,1,77
829993,11/18/2022,10:02 AM,0,73
829993,11/18/2022,10:01 AM,1,79
829993,11/18/2022,10:01 AM,0,78
829993,11/18/2022,9:54 AM,1,81
829993,11/18/2022,9:54 AM,0,75
829993,11/18/2022,9:43 AM,1,81
829993,11/18/2022,9:43 AM,0,78
829993,11/18/2022,9:38 AM,1,80
829993,11/18/2022,9:38 AM,0,66
829993,11/18/2022,9:37 AM,1,82
829993,11/18/2022,9:37 AM,0,79
829993,11/18/2022,9:35 AM,1,80
829993,11/18/2022,9:34 AM,0,77
829993,11/18/2022,9:25 AM,1,81
829993,11/18/2022,9:25 AM,0,80
829993,11/18/2022,9:23 AM,1,78
829993,11/18/2022,8:48 AM,0,79
829993,11/18/2022,8:43 AM,1,81
829993,11/18/2022,8:43 AM,0,79
829993,11/18/2022,8:40 AM,1,82
829993,11/18/2022,8:40 AM,0,80
829993,11/18/2022,8:40 AM,1,80
829993,11/18/2022,8:40 AM,0,79
829993,11/18/2022,8:39 AM,1,82
829993,11/18/2022,8:39 AM,0,78
829993,11/18/2022,8:38 AM,1,82
829993,11/18/2022,8:38 AM,0,78
829993,11/18/2022,8:23 AM,1,82
829993,11/18/2022,8:23 AM,0,82
829993,11/18/2022,8:11 AM,1,81
829993,11/18/2022,7:12 AM,0,81
829993,11/18/2022,6:12 AM,0,83
829993,11/18/2022,5:12 AM,0,82
829993,11/18/2022,4:12 AM,0,82
829993,11/18/2022,4:12 AM,0,82
829993,11/18/2022,3:12 AM,0,82
829993,11/18/2022,2:12 AM,0,82
829993,11/18/2022,2:12 AM,0,82
829993,11/18/2022,1:12 AM,0,83
829993,11/18/2022,1:12 AM,0,83
829993,11/18/2022,12:12 AM,0,83
829993,11/18/2022,12:12 AM,0,83
829993,11/17/2022,11:12 PM,0,83
829993,11/17/2022,11:12 PM,0,83
829993,11/17/2022,10:12 PM,0,83
829993,11/17/2022,10:12 PM,0,83
829993,11/17/2022,9:12 PM,0,83
829993,11/17/2022,9:12 PM,0,83
829993,11/17/2022,8:12 PM,0,82
829993,11/17/2022,7:12 PM,0,82
829993,11/17/2022,6:12 PM,0,82
829993,11/17/2022,5:12 PM,0,81
829993,11/17/2022,5:01 PM,1,82
829993,11/17/2022,5:01 PM,0,78
829993,11/17/2022,4:56 PM,1,78
829993,11/17/2022,4:56 PM,0,71
829993,11/17/2022,4:50 PM,1,79
829993,11/17/2022,4:50 PM,0,80
829993,11/17/2022,4:48 PM,1,82
829993,11/17/2022,4:48 PM,0,80
829993,11/17/2022,4:43 PM,1,81
829993,11/17/2022,4:43 PM,0,81
829993,11/17/2022,4:26 PM,1,80
829993,11/17/2022,4:26 PM,0,79
829993,11/17/2022,4:23 PM,1,81
829993,11/17/2022,4:23 PM,0,73
829993,11/17/2022,4:22 PM,1,82
829993,11/17/2022,4:22 PM,0,74
829993,11/17/2022,4:14 PM,1,81
829993,11/17/2022,4:14 PM,0,80
829993,11/17/2022,4:10 PM,1,80
829993,11/17/2022,4:10 PM,0,78
829993,11/17/2022,4:10 PM,1,78
829993,11/17/2022,4:10 PM,0,77
829993,11/17/2022,4:09 PM,1,79
829993,11/17/2022,4:09 PM,0,76
829993,11/17/2022,4:07 PM,1,80
829993,11/17/2022,4:07 PM,0,76
829993,11/17/2022,4:04 PM,1,77
829993,11/17/2022,4:04 PM,0,74
829993,11/17/2022,4:01 PM,1,76
829993,11/17/2022,4:01 PM,0,66
829993,11/17/2022,3:26 PM,1,80
829993,11/17/2022,3:26 PM,0,71
829993,11/17/2022,3:25 PM,1,82
829993,11/17/2022,3:25 PM,0,77
829993,11/17/2022,3:12 PM,1,83
829993,11/17/2022,3:12 PM,0,76
829993,11/17/2022,3:10 PM,1,80
829993,11/17/2022,3:10 PM,0,78
829993,11/17/2022,3:06 PM,1,78
829993,11/17/2022,3:06 PM,0,66
829993,11/17/2022,2:59 PM,1,65
829993,11/17/2022,2:59 PM,0,73
829993,11/17/2022,2:57 PM,1,73
829993,11/17/2022,2:57 PM,0,73
829993,11/17/2022,2:36 PM,1,80
829993,11/17/2022,2:36 PM,0,77
829993,11/17/2022,2:35 PM,1,81
829993,11/17/2022,2:35 PM,0,75
829993,11/17/2022,2:24 PM,1,80
829993,11/17/2022,2:24 PM,0,72
829993,11/17/2022,2:18 PM,1,80
829993,11/17/2022,2:17 PM,0,80
829993,11/17/2022,2:15 PM,1,82
829993,11/17/2022,2:15 PM,0,78
829993,11/17/2022,2:11 PM,1,80
829993,11/17/2022,2:11 PM,0,75
829993,11/17/2022,2:02 PM,1,72
829993,11/17/2022,2:02 PM,0,80
829993,11/17/2022,1:55 PM,1,78
829993,11/17/2022,1:55 PM,0,74
829993,11/17/2022,1:55 PM,1,81
829993,11/17/2022,1:55 PM,0,76
829993,11/17/2022,1:51 PM,1,77
829993,11/17/2022,1:51 PM,0,80
829993,11/17/2022,1:40 PM,1,81
829993,11/17/2022,1:40 PM,0,81
829993,11/17/2022,1:38 PM,1,81
829993,11/17/2022,1:38 PM,0,77
829993,11/17/2022,1:36 PM,1,78
829993,11/17/2022,1:36 PM,1,78
829993,11/17/2022,1:36 PM,0,77
829993,11/17/2022,1:34 PM,1,82
829993,11/17/2022,1:34 PM,0,78
829993,11/17/2022,1:31 PM,1,80
829993,11/17/2022,1:31 PM,0,76
829993,11/17/2022,1:27 PM,1,81
829993,11/17/2022,1:27 PM,0,79
829993,11/17/2022,1:22 PM,1,80
829993,11/17/2022,1:22 PM,0,75
829993,11/17/2022,1:21 PM,1,81
829993,11/17/2022,1:21 PM,0,79
829993,11/17/2022,1:16 PM,1,81
829993,11/17/2022,1:16 PM,0,81
829993,11/17/2022,1:16 PM,1,80
829993,11/17/2022,1:16 PM,0,68
829993,11/17/2022,1:15 PM,1,78
829993,11/17/2022,1:15 PM,0,80
829993,11/17/2022,1:14 PM,1,81
829993,11/17/2022,1:14 PM,0,78
829993,11/17/2022,1:11 PM,1,81
829993,11/17/2022,1:07 PM,0,73
829993,11/17/2022,1:05 PM,1,77
829993,11/17/2022,1:05 PM,0,72
829993,11/17/2022,1:04 PM,1,74
829993,11/17/2022,1:04 PM,0,73
829993,11/17/2022,1:02 PM,1,81
829993,11/17/2022,1:02 PM,0,78
829993,11/17/2022,1:01 PM,1,77
829993,11/17/2022,1:01 PM,0,78
829993,11/17/2022,12:58 PM,1,68
829993,11/17/2022,12:58 PM,0,71
829993,11/17/2022,12:58 PM,1,71
829993,11/17/2022,12:58 PM,0,64
829993,11/17/2022,12:57 PM,1,66
829993,11/17/2022,12:57 PM,0,68
829993,11/17/2022,12:57 PM,1,72
829993,11/17/2022,12:57 PM,0,76
829993,11/17/2022,12:56 PM,1,72
829993,11/17/2022,12:56 PM,0,67
829993,11/17/2022,12:54 PM,1,78
829993,11/17/2022,12:54 PM,0,72
829993,11/17/2022,12:54 PM,1,79
829993,11/17/2022,12:54 PM,0,71
829993,11/17/2022,12:53 PM,1,83
829993,11/17/2022,11:54 AM,0,79
829993,11/17/2022,10:54 AM,0,79
829993,11/17/2022,9:54 AM,0,82
829993,11/17/2022,8:54 AM,0,55
829993,11/17/2022,8:53 AM,1,79
829993,11/17/2022,8:53 AM,0,78
829993,11/17/2022,8:52 AM,1,80
829993,11/17/2022,8:52 AM,0,68
829993,11/17/2022,8:50 AM,1,81
829993,11/17/2022,8:50 AM,0,77
829993,11/17/2022,8:39 AM,1,81
829993,11/17/2022,8:38 AM,0,78
829993,11/17/2022,8:25 AM,1,82
829993,11/17/2022,8:24 AM,0,80
829993,11/17/2022,8:22 AM,1,80
829993,11/17/2022,8:22 AM,0,79
829993,11/17/2022,7:33 AM,1,82
829993,11/17/2022,7:06 AM,0,78
829993,11/17/2022,7:02 AM,1,82
829993,11/17/2022,6:02 AM,1,83
829993,11/17/2022,5:02 AM,1,84
829993,11/17/2022,4:02 AM,1,83
829993,11/17/2022,4:02 AM,1,83
829993,11/17/2022,3:02 AM,1,83
829993,11/17/2022,2:02 AM,1,83
829993,11/17/2022,2:02 AM,1,83
829993,11/17/2022,1:02 AM,1,83
829993,11/17/2022,12:02 AM,1,83
829993,11/17/2022,12:02 AM,1,83
829993,11/17/2022,12:02 AM,1,83
829993,11/16/2022,11:02 PM,1,84
829993,11/16/2022,11:02 PM,1,84
829993,11/16/2022,11:02 PM,1,84
829993,11/16/2022,10:02 PM,1,83
829993,11/16/2022,10:02 PM,1,83
829993,11/16/2022,9:02 PM,1,84
829993,11/16/2022,9:02 PM,1,84
829993,11/16/2022,9:02 PM,1,84
829993,11/16/2022,8:02 PM,1,84
829993,11/16/2022,8:02 PM,0,80
829993,11/16/2022,7:35 PM,1,83
829993,11/16/2022,6:35 PM,1,83
829993,11/16/2022,6:34 PM,0,75
829993,11/16/2022,6:00 PM,1,82
829993,11/16/2022,6:00 PM,0,79
829993,11/16/2022,5:59 PM,1,82
829993,11/16/2022,5:59 PM,0,68
829993,11/16/2022,5:59 PM,0,68
829993,11/16/2022,5:46 PM,1,83
829993,11/16/2022,5:46 PM,0,79
829993,11/16/2022,5:39 PM,1,83
829993,11/16/2022,5:38 PM,0,77
829993,11/16/2022,5:36 PM,1,84
829993,11/16/2022,5:36 PM,0,79
829993,11/16/2022,5:36 PM,1,83
829993,11/16/2022,5:26 PM,0,83
829993,11/16/2022,4:26 PM,0,80
829993,11/16/2022,3:26 PM,0,82
829993,11/16/2022,2:26 PM,0,82
829993,11/16/2022,1:26 PM,0,79
829993,11/16/2022,1:18 PM,1,82
829993,11/16/2022,1:17 PM,0,75
829993,11/16/2022,1:17 PM,1,82
829993,11/16/2022,1:17 PM,0,77
829993,11/16/2022,1:11 PM,1,81
829993,11/16/2022,1:11 PM,0,75
829993,11/16/2022,1:08 PM,1,83
829993,11/16/2022,1:08 PM,0,81
829993,11/16/2022,1:07 PM,1,82
829993,11/16/2022,1:07 PM,0,81
829993,11/16/2022,1:04 PM,1,82
829993,11/16/2022,1:04 PM,0,79
829993,11/16/2022,1:03 PM,1,81
829993,11/16/2022,1:03 PM,0,76
829993,11/16/2022,12:57 PM,1,82
829993,11/16/2022,12:57 PM,0,78
829993,11/16/2022,12:50 PM,1,80
829993,11/16/2022,12:50 PM,0,78
829993,11/16/2022,12:49 PM,1,84
829993,11/16/2022,12:49 PM,0,80
829993,11/16/2022,12:47 PM,1,84
829993,11/16/2022,12:47 PM,0,80
829993,11/16/2022,12:39 PM,1,83
829993,11/16/2022,12:39 PM,0,73
829993,11/16/2022,12:37 PM,1,82
829993,11/16/2022,12:37 PM,0,82
829993,11/16/2022,12:24 PM,1,81
829993,11/16/2022,12:24 PM,0,77
829993,11/16/2022,12:17 PM,1,82
829993,11/16/2022,12:17 PM,0,78
829993,11/16/2022,12:15 PM,1,83
829993,11/16/2022,12:15 PM,0,82
829993,11/16/2022,12:12 PM,1,82
829993,11/16/2022,12:12 PM,0,78
829993,11/16/2022,12:12 PM,1,82
829993,11/16/2022,12:11 PM,0,80
829993,11/16/2022,12:10 PM,1,82
829993,11/16/2022,12:10 PM,0,80
829993,11/16/2022,12:09 PM,1,81
829993,11/16/2022,12:09 PM,0,80
829993,11/16/2022,12:07 PM,1,82
829993,11/16/2022,12:07 PM,0,78
829993,11/16/2022,12:06 PM,1,82
829993,11/16/2022,12:06 PM,0,74
829993,11/16/2022,12:02 PM,1,83
829993,11/16/2022,12:02 PM,0,80
829993,11/16/2022,12:00 PM,1,82
829993,11/16/2022,12:00 PM,0,78
829993,11/16/2022,11:57 AM,1,77
829993,11/16/2022,11:56 AM,0,72
829993,11/16/2022,11:53 AM,1,80
829993,11/16/2022,11:53 AM,0,78
829993,11/16/2022,11:50 AM,1,81
829993,11/16/2022,11:50 AM,0,79
829993,11/16/2022,11:43 AM,1,82
829993,11/16/2022,11:36 AM,0,81
829993,11/16/2022,11:28 AM,1,82
829993,11/16/2022,11:27 AM,0,77
829993,11/16/2022,11:18 AM,1,78
829993,11/16/2022,11:18 AM,0,69
829993,11/16/2022,11:14 AM,1,82
829993,11/16/2022,11:14 AM,0,83
829993,11/16/2022,11:13 AM,1,81
829993,11/16/2022,11:13 AM,0,79
829993,11/16/2022,11:10 AM,1,81
829993,11/16/2022,11:10 AM,0,82
829993,11/16/2022,11:08 AM,1,78
829993,11/16/2022,11:08 AM,0,75
829993,11/16/2022,11:08 AM,0,75
829993,11/16/2022,11:04 AM,1,81
829993,11/16/2022,11:04 AM,0,75
829993,11/16/2022,11:01 AM,1,80
829993,11/16/2022,11:01 AM,0,77
829993,11/16/2022,11:00 AM,1,76
829993,11/16/2022,11:00 AM,0,78
829993,11/16/2022,10:59 AM,1,78
829993,11/16/2022,10:59 AM,0,76
829993,11/16/2022,10:46 AM,1,79
829993,11/16/2022,10:46 AM,0,72
829993,11/16/2022,10:42 AM,1,81
829993,11/16/2022,10:07 AM,0,81
829993,11/16/2022,9:56 AM,1,79
829993,11/16/2022,9:56 AM,0,77
829993,11/16/2022,9:47 AM,1,81
829993,11/16/2022,9:47 AM,0,80
829993,11/16/2022,9:43 AM,1,83
829993,11/16/2022,9:43 AM,0,75
829993,11/16/2022,9:43 AM,1,82
829993,11/16/2022,9:43 AM,0,67
829993,11/16/2022,9:42 AM,1,81
829993,11/16/2022,9:42 AM,0,77
829993,11/16/2022,9:32 AM,1,82
829993,11/16/2022,9:32 AM,0,70
829993,11/16/2022,9:27 AM,1,81
829993,11/16/2022,9:27 AM,0,80
829993,11/16/2022,9:24 AM,1,82
829993,11/16/2022,9:24 AM,0,82
829993,11/16/2022,9:11 AM,1,82
829993,11/16/2022,9:11 AM,0,83
829993,11/16/2022,9:10 AM,1,83
829993,11/16/2022,9:10 AM,0,78
829993,11/16/2022,9:10 AM,1,80
829993,11/16/2022,8:57 AM,0,81
829993,11/16/2022,8:54 AM,1,81
829993,11/16/2022,8:54 AM,0,77
829993,11/16/2022,8:52 AM,1,80
829993,11/16/2022,7:55 AM,0,83
829993,11/16/2022,6:55 AM,0,83
829993,11/16/2022,5:55 AM,0,83
829993,11/16/2022,4:55 AM,0,84
829993,11/16/2022,3:55 AM,0,79
829993,11/16/2022,3:55 AM,0,79
829993,11/16/2022,3:55 AM,0,79
829993,11/16/2022,3:03 AM,1,83
829993,11/16/2022,2:03 AM,1,84
829993,11/16/2022,2:03 AM,1,84
829993,11/16/2022,1:03 AM,1,83
829993,11/16/2022,12:03 AM,1,83
829993,11/15/2022,11:03 PM,1,83
829993,11/15/2022,10:03 PM,1,83
829993,11/15/2022,9:03 PM,1,83
829993,11/15/2022,8:03 PM,1,84
829993,11/15/2022,7:03 PM,1,84
829993,11/15/2022,6:03 PM,1,82
829993,11/15/2022,6:02 PM,0,73
829993,11/15/2022,6:00 PM,1,79
829993,11/15/2022,6:00 PM,0,72
829993,11/15/2022,6:00 PM,1,80
829993,11/15/2022,5:59 PM,0,73
829993,11/15/2022,5:59 PM,1,69
829993,11/15/2022,5:59 PM,0,66
829993,11/15/2022,5:58 PM,1,69
829993,11/15/2022,5:58 PM,0,66
829993,11/15/2022,5:57 PM,1,73
829993,11/15/2022,5:57 PM,0,70
829993,11/15/2022,5:46 PM,1,82
829993,11/15/2022,5:46 PM,0,79
829993,11/15/2022,5:38 PM,1,81
829993,11/15/2022,5:38 PM,0,74
829993,11/15/2022,5:07 PM,1,79
829993,11/15/2022,5:07 PM,0,75
829993,11/15/2022,5:06 PM,1,78
829993,11/15/2022,5:06 PM,0,72
829993,11/15/2022,5:03 PM,1,81
829993,11/15/2022,5:03 PM,0,77
829993,11/15/2022,5:00 PM,1,72
829993,11/15/2022,5:00 PM,0,74
829993,11/15/2022,4:59 PM,1,69
829993,11/15/2022,4:58 PM,0,63
829993,11/15/2022,4:55 PM,1,80
829993,11/15/2022,4:55 PM,0,78
829993,11/15/2022,4:52 PM,1,73
829993,11/15/2022,4:52 PM,0,65
829993,11/15/2022,4:08 PM,1,78
829993,11/15/2022,4:08 PM,0,78
829993,11/15/2022,4:08 PM,1,75
829993,11/15/2022,4:08 PM,0,73
829993,11/15/2022,4:04 PM,1,78
829993,11/15/2022,4:04 PM,0,74
829993,11/15/2022,4:04 PM,1,75
829993,11/15/2022,4:03 PM,0,74
829993,11/15/2022,4:00 PM,1,72
829993,11/15/2022,4:00 PM,0,78
829993,11/15/2022,4:00 PM,0,78
829993,11/15/2022,3:59 PM,1,73
829993,11/15/2022,3:59 PM,0,71
829993,11/15/2022,3:43 PM,1,79
829993,11/15/2022,3:43 PM,0,75
829993,11/15/2022,3:35 PM,1,79
829993,11/15/2022,3:35 PM,0,77
829993,11/15/2022,3:24 PM,1,81
829993,11/15/2022,3:24 PM,0,78
829993,11/15/2022,3:22 PM,1,81
829993,11/15/2022,3:22 PM,0,64
829993,11/15/2022,3:21 PM,1,79
829993,11/15/2022,3:20 PM,0,79
829993,11/15/2022,3:18 PM,1,77
829993,11/15/2022,3:18 PM,0,78
829993,11/15/2022,3:14 PM,1,80
829993,11/15/2022,3:14 PM,0,69
829993,11/15/2022,3:03 PM,1,79
829993,11/15/2022,3:03 PM,0,69
829993,11/15/2022,3:01 PM,1,78
829993,11/15/2022,3:01 PM,0,71
829993,11/15/2022,3:01 PM,1,71
829993,11/15/2022,3:01 PM,0,66
829993,11/15/2022,3:00 PM,1,74
829993,11/15/2022,3:00 PM,0,77
829993,11/15/2022,2:58 PM,1,81
829993,11/15/2022,2:58 PM,0,77
829993,11/15/2022,2:58 PM,1,76
829993,11/15/2022,2:57 PM,0,68
829993,11/15/2022,2:56 PM,1,77
829993,11/15/2022,2:55 PM,0,79
829993,11/15/2022,2:55 PM,1,78
829993,11/15/2022,2:55 PM,0,77
829993,11/15/2022,2:45 PM,1,80
829993,11/15/2022,2:40 PM,0,77
829993,11/15/2022,2:39 PM,1,79
829993,11/15/2022,2:39 PM,0,76
829993,11/15/2022,2:35 PM,1,78
829993,11/15/2022,2:35 PM,0,82
829993,11/15/2022,2:30 PM,1,78
829993,11/15/2022,2:30 PM,0,75
829993,11/15/2022,2:29 PM,1,78
829993,11/15/2022,2:29 PM,0,73
829993,11/15/2022,2:20 PM,1,78
829993,11/15/2022,2:20 PM,0,69
829993,11/15/2022,2:19 PM,1,81
829993,11/15/2022,2:19 PM,0,78
829993,11/15/2022,2:19 PM,1,79
829993,11/15/2022,2:19 PM,0,78
829993,11/15/2022,2:11 PM,1,80
